reference,amount,type,date,year
9355,5579.0,Salary,2003-03-05,2003
6762,8079.0,Salary,2003-03-05,2003
8063,-4509.0,Groceries,2003-03-06,2003
3131,-7288.0,Leisure,2003-03-06,2003
5361,-8994.0,Groceries,2003-03-07,2003
9965,8122.0,Other,2003-03-07,2003
7042,7439.0,Other,2003-03-07,2003
3052,-8927.0,Investments,2003-03-07,2003
7750,2112.0,Tips,2003-03-08,2003
6828,5078.0,Tips,2003-03-08,2003
9709,-440.0,Subscriptions,2003-03-09,2003
7539,1134.0,Other,2003-03-10,2003
8005,3067.0,Tips,2003-03-10,2003
9527,4061.0,Salary,2003-03-11,2003
1371,6169.0,Other,2003-03-11,2003
6538,782.0,Other,2003-03-11,2003
4390,-3955.0,Health Insurance,2003-03-11,2003
8756,3651.0,Salary,2003-03-11,2003
6191,157.0,Salary,2003-03-17,2003
2259,-1754.0,Food,2003-03-17,2003
6878,4644.0,Salary,2003-03-18,2003
8605,6992.0,Other,2003-03-19,2003
5042,-4999.0,Food,2003-03-19,2003
1084,8853.0,Salary,2003-03-20,2003
5043,-551.0,Subscriptions,2003-03-22,2003
4710,-8274.0,Health Insurance,2003-03-22,2003
6495,8203.0,Other,2003-03-26,2003
5349,1681.0,Other,2003-03-26,2003
991,9969.0,Other,2003-03-28,2003
2461,-5564.0,Health Insurance,2003-03-28,2003
4138,-3080.0,Groceries,2003-03-30,2003
5559,-2710.0,Subscriptions,2003-03-31,2003
9061,-472.0,Groceries,2003-04-01,2003
9658,-3843.0,Health Insurance,2003-04-02,2003
7999,8526.0,Salary,2003-04-03,2003
9321,-2066.0,Subscriptions,2003-04-04,2003
6484,8678.0,Salary,2003-04-05,2003
5785,-5669.0,Groceries,2003-04-06,2003
445,-8326.0,Health Insurance,2003-04-06,2003
2532,-126.0,Food,2003-04-07,2003
4865,8641.0,Other,2003-04-07,2003
8263,2674.0,Tips,2003-04-07,2003
8179,-1089.0,Investments,2003-04-08,2003
6521,-1107.0,Health Insurance,2003-04-08,2003
4520,-3855.0,Leisure,2003-04-08,2003
29,3124.0,Tips,2003-04-09,2003
3024,1520.0,Salary,2003-04-12,2003
8685,-6120.0,Health Insurance,2003-04-13,2003
9285,-5769.0,Investments,2003-04-13,2003
4371,6158.0,Other,2003-04-13,2003
4360,-8266.0,Investments,2003-04-14,2003
8267,63.0,Salary,2003-04-14,2003
9616,-8757.0,Health Insurance,2003-04-15,2003
6857,9172.0,Tips,2003-04-16,2003
4792,-9919.0,Food,2003-04-17,2003
4065,2739.0,Tips,2003-04-20,2003
8112,1552.0,Tips,2003-04-21,2003
6354,-3013.0,Groceries,2003-04-22,2003
6034,9705.0,Salary,2003-04-22,2003
5371,6184.0,Salary,2003-04-23,2003
893,-8975.0,Health Insurance,2003-04-24,2003
2822,-5168.0,Investments,2003-04-24,2003
4398,86.0,Other,2003-04-24,2003
4803,-9449.0,Health Insurance,2003-04-25,2003
149,-2065.0,Investments,2003-04-26,2003
2801,-7986.0,Investments,2003-04-28,2003
8371,839.0,Tips,2003-04-28,2003
2611,327.0,Salary,2003-04-29,2003
9882,-3875.0,Food,2003-04-29,2003
9718,-8419.0,Leisure,2003-04-29,2003
2009,-8700.0,Groceries,2003-04-30,2003
9689,-8585.0,Health Insurance,2003-04-30,2003
883,-2165.0,Investments,2003-05-01,2003
6432,4771.0,Tips,2003-05-02,2003
8102,7787.0,Salary,2003-05-03,2003
1884,1065.0,Tips,2003-05-03,2003
2113,822.0,Salary,2003-05-03,2003
3844,-1182.0,Groceries,2003-05-06,2003
7786,8151.0,Salary,2003-05-07,2003
1479,-2542.0,Investments,2003-05-08,2003
171,-6663.0,Groceries,2003-05-08,2003
9939,2014.0,Other,2003-05-09,2003
6437,-8423.0,Groceries,2003-05-11,2003
9534,5843.0,Salary,2003-05-11,2003
7005,4337.0,Tips,2003-05-11,2003
1194,-2283.0,Subscriptions,2003-05-14,2003
361,2008.0,Other,2003-05-14,2003
6286,-1228.0,Health Insurance,2003-05-15,2003
2460,6390.0,Salary,2003-05-16,2003
701,3317.0,Tips,2003-05-18,2003
9118,5397.0,Tips,2003-05-18,2003
8954,457.0,Salary,2003-05-19,2003
1413,-6717.0,Food,2003-05-20,2003
1775,4781.0,Tips,2003-05-21,2003
4636,-105.0,Food,2003-05-22,2003
6368,4415.0,Other,2003-05-24,2003
5908,-5847.0,Investments,2003-05-25,2003
3130,-1258.0,Health Insurance,2003-05-26,2003
4574,-8959.0,Leisure,2003-05-27,2003
405,2134.0,Salary,2003-05-27,2003
6567,5181.0,Tips,2003-05-27,2003
7506,7178.0,Tips,2003-05-28,2003
9970,1229.0,Other,2003-05-28,2003
6236,-1771.0,Food,2003-05-29,2003
7287,-3373.0,Leisure,2003-05-30,2003
9111,-8923.0,Health Insurance,2003-05-30,2003
2915,-6808.0,Health Insurance,2003-05-30,2003
9144,5097.0,Salary,2003-06-01,2003
1306,2045.0,Tips,2003-06-02,2003
2351,830.0,Salary,2003-06-04,2003
6287,-7535.0,Health Insurance,2003-06-06,2003
9293,-1061.0,Groceries,2003-06-06,2003
244,9530.0,Salary,2003-06-07,2003
2045,5444.0,Salary,2003-06-08,2003
1687,-7473.0,Investments,2003-06-08,2003
8198,1830.0,Tips,2003-06-09,2003
611,3943.0,Other,2003-06-10,2003
9054,-1536.0,Groceries,2003-06-13,2003
6101,-2995.0,Food,2003-06-13,2003
3282,6447.0,Tips,2003-06-14,2003
448,2728.0,Other,2003-06-14,2003
7887,7901.0,Salary,2003-06-14,2003
1033,9722.0,Tips,2003-06-14,2003
1922,1719.0,Other,2003-06-16,2003
5899,-7896.0,Leisure,2003-06-17,2003
9359,1157.0,Other,2003-06-18,2003
2970,6126.0,Other,2003-06-18,2003
2142,4932.0,Salary,2003-06-18,2003
1405,6417.0,Salary,2003-06-18,2003
1028,-1313.0,Leisure,2003-06-20,2003
8117,-5311.0,Subscriptions,2003-06-20,2003
308,7038.0,Salary,2003-06-20,2003
1774,3339.0,Other,2003-06-21,2003
9846,4905.0,Salary,2003-06-22,2003
4901,-5071.0,Leisure,2003-06-22,2003
5569,-2272.0,Subscriptions,2003-06-23,2003
7689,6209.0,Tips,2003-06-24,2003
8409,6348.0,Tips,2003-06-24,2003
2370,-6319.0,Health Insurance,2003-06-24,2003
1876,8551.0,Other,2003-06-24,2003
551,-5044.0,Leisure,2003-06-28,2003
7129,2928.0,Salary,2003-06-29,2003
866,-2796.0,Subscriptions,2003-06-29,2003
2650,-4668.0,Investments,2003-07-01,2003
3461,1338.0,Other,2003-07-02,2003
6219,-1700.0,Food,2003-07-03,2003
8922,372.0,Salary,2003-07-03,2003
7581,-9400.0,Health Insurance,2003-07-03,2003
4024,-3050.0,Health Insurance,2003-07-03,2003
6127,-7794.0,Food,2003-07-03,2003
1959,-9650.0,Investments,2003-07-05,2003
3077,-6516.0,Subscriptions,2003-07-06,2003
6321,-9718.0,Leisure,2003-07-06,2003
8945,1653.0,Salary,2003-07-07,2003
468,-4819.0,Leisure,2003-07-08,2003
9577,9532.0,Tips,2003-07-08,2003
6522,-3103.0,Leisure,2003-07-08,2003
4346,836.0,Salary,2003-07-08,2003
6208,9990.0,Other,2003-07-09,2003
9350,3634.0,Tips,2003-07-11,2003
332,808.0,Tips,2003-07-12,2003
7432,-2420.0,Subscriptions,2003-07-13,2003
1874,637.0,Salary,2003-07-16,2003
5015,6290.0,Other,2003-07-17,2003
1912,-3482.0,Health Insurance,2003-07-17,2003
7413,-5362.0,Health Insurance,2003-07-17,2003
8817,4609.0,Tips,2003-07-18,2003
4287,-8028.0,Groceries,2003-07-20,2003
1475,837.0,Tips,2003-07-21,2003
663,4014.0,Tips,2003-07-21,2003
2064,458.0,Salary,2003-07-22,2003
5662,-1845.0,Leisure,2003-07-22,2003
864,9952.0,Salary,2003-07-22,2003
8232,4526.0,Salary,2003-07-23,2003
967,7820.0,Salary,2003-07-24,2003
6583,-3764.0,Investments,2003-07-24,2003
3192,-5798.0,Food,2003-07-27,2003
7964,-9917.0,Food,2003-07-28,2003
2190,-4844.0,Health Insurance,2003-07-28,2003
85,9001.0,Salary,2003-07-29,2003
9196,928.0,Salary,2003-07-30,2003
7966,-4408.0,Groceries,2003-08-02,2003
9250,8721.0,Tips,2003-08-03,2003
7103,-2028.0,Groceries,2003-08-04,2003
5777,-6593.0,Leisure,2003-08-05,2003
5968,8397.0,Salary,2003-08-05,2003
6025,9565.0,Tips,2003-08-08,2003
2270,-9363.0,Food,2003-08-08,2003
3168,7905.0,Salary,2003-08-09,2003
8040,-7458.0,Health Insurance,2003-08-09,2003
8080,-4019.0,Health Insurance,2003-08-10,2003
5676,8251.0,Other,2003-08-12,2003
7007,6311.0,Tips,2003-08-12,2003
3477,-8347.0,Health Insurance,2003-08-12,2003
3522,-1042.0,Groceries,2003-08-13,2003
6479,-6525.0,Groceries,2003-08-13,2003
5852,-4149.0,Investments,2003-08-13,2003
3537,7535.0,Other,2003-08-16,2003
260,4537.0,Other,2003-08-17,2003
4617,-651.0,Investments,2003-08-17,2003
4426,-4853.0,Subscriptions,2003-08-17,2003
9724,606.0,Other,2003-08-18,2003
5144,6114.0,Other,2003-08-18,2003
7068,-1398.0,Leisure,2003-08-18,2003
281,-4327.0,Food,2003-08-18,2003
4361,7787.0,Salary,2003-08-19,2003
4385,-2990.0,Groceries,2003-08-21,2003
8221,-5278.0,Investments,2003-08-22,2003
2444,9644.0,Tips,2003-08-22,2003
540,-5989.0,Health Insurance,2003-08-22,2003
867,8445.0,Tips,2003-08-22,2003
6261,-9816.0,Leisure,2003-08-22,2003
3967,-2031.0,Leisure,2003-08-24,2003
9590,2306.0,Other,2003-08-26,2003
2158,-6365.0,Leisure,2003-08-26,2003
2823,1951.0,Other,2003-08-27,2003
2166,-1634.0,Leisure,2003-08-27,2003
3169,2296.0,Other,2003-08-28,2003
8586,-2886.0,Subscriptions,2003-08-31,2003
6319,2200.0,Salary,2003-08-31,2003
5499,-9106.0,Subscriptions,2003-09-01,2003
4022,-5313.0,Subscriptions,2003-09-01,2003
843,1704.0,Tips,2003-09-03,2003
6095,-5537.0,Groceries,2003-09-03,2003
9004,-8921.0,Groceries,2003-09-03,2003
2360,969.0,Tips,2003-09-06,2003
5107,-1248.0,Investments,2003-09-06,2003
7402,300.0,Salary,2003-09-06,2003
2507,-4780.0,Leisure,2003-09-08,2003
4411,-9678.0,Food,2003-09-08,2003
6040,-3600.0,Health Insurance,2003-09-09,2003
6077,-230.0,Leisure,2003-09-09,2003
4010,-3265.0,Health Insurance,2003-09-11,2003
9686,8253.0,Other,2003-09-12,2003
6599,-7451.0,Food,2003-09-13,2003
9071,8250.0,Tips,2003-09-13,2003
274,-663.0,Food,2003-09-14,2003
1891,-5544.0,Investments,2003-09-15,2003
38,-1864.0,Food,2003-09-16,2003
7850,-1474.0,Subscriptions,2003-09-16,2003
4650,7305.0,Salary,2003-09-16,2003
9134,-4636.0,Leisure,2003-09-16,2003
628,-5393.0,Food,2003-09-16,2003
5865,-1528.0,Leisure,2003-09-18,2003
9069,-22.0,Food,2003-09-19,2003
934,-176.0,Food,2003-09-21,2003
4906,-8527.0,Investments,2003-09-21,2003
9065,-9207.0,Groceries,2003-09-22,2003
2628,1179.0,Salary,2003-09-23,2003
9073,-2332.0,Investments,2003-09-25,2003
8596,-2320.0,Food,2003-09-25,2003
7247,177.0,Other,2003-09-25,2003
856,-6506.0,Food,2003-09-27,2003
98,4333.0,Other,2003-09-29,2003
9878,7765.0,Tips,2003-10-02,2003
9371,-5417.0,Groceries,2003-10-02,2003
225,-9132.0,Subscriptions,2003-10-03,2003
2481,-5876.0,Food,2003-10-03,2003
271,-6770.0,Food,2003-10-03,2003
7954,3499.0,Salary,2003-10-04,2003
6978,-4336.0,Health Insurance,2003-10-04,2003
1357,-3410.0,Leisure,2003-10-05,2003
8820,-10000.0,Subscriptions,2003-10-05,2003
6959,-4896.0,Health Insurance,2003-10-07,2003
9104,-3992.0,Investments,2003-10-09,2003
3927,-4856.0,Subscriptions,2003-10-09,2003
4097,-8931.0,Health Insurance,2003-10-10,2003
5246,2862.0,Tips,2003-10-11,2003
9804,3044.0,Tips,2003-10-14,2003
906,-7349.0,Investments,2003-10-14,2003
9710,-9177.0,Leisure,2003-10-15,2003
9945,-1208.0,Investments,2003-10-15,2003
3247,1450.0,Tips,2003-10-16,2003
3401,-24.0,Food,2003-10-16,2003
3716,2460.0,Other,2003-10-16,2003
3507,3354.0,Tips,2003-10-17,2003
1095,7855.0,Salary,2003-10-18,2003
2353,5244.0,Salary,2003-10-18,2003
5979,-9856.0,Leisure,2003-10-18,2003
1940,6250.0,Salary,2003-10-19,2003
7811,4052.0,Salary,2003-10-19,2003
4261,7809.0,Tips,2003-10-20,2003
5790,-344.0,Food,2003-10-20,2003
1726,-6230.0,Investments,2003-10-20,2003
6314,8357.0,Other,2003-10-20,2003
580,4350.0,Tips,2003-10-22,2003
3666,-376.0,Health Insurance,2003-10-22,2003
6289,-691.0,Investments,2003-10-25,2003
6036,-1416.0,Subscriptions,2003-10-25,2003
8438,-55.0,Investments,2003-10-25,2003
3195,8866.0,Other,2003-10-25,2003
5210,409.0,Tips,2003-10-26,2003
9873,-6993.0,Leisure,2003-10-28,2003
4912,-6446.0,Leisure,2003-10-28,2003
6211,5183.0,Other,2003-10-29,2003
8572,1518.0,Salary,2003-10-29,2003
7621,-3332.0,Investments,2003-10-31,2003
8833,4872.0,Tips,2003-10-31,2003
4716,4421.0,Tips,2003-10-31,2003
5137,-382.0,Subscriptions,2003-10-31,2003
1640,-1702.0,Food,2003-11-01,2003
2171,-6140.0,Leisure,2003-11-02,2003
5673,7181.0,Tips,2003-11-02,2003
87,-7766.0,Food,2003-11-02,2003
2255,4340.0,Other,2003-11-03,2003
2539,9197.0,Other,2003-11-06,2003
6299,2806.0,Other,2003-11-07,2003
3149,-377.0,Food,2003-11-08,2003
8325,-3145.0,Health Insurance,2003-11-09,2003
4833,7727.0,Tips,2003-11-10,2003
3971,4617.0,Other,2003-11-10,2003
9146,-8158.0,Groceries,2003-11-11,2003
8781,7174.0,Tips,2003-11-12,2003
5377,3129.0,Other,2003-11-13,2003
4125,-140.0,Subscriptions,2003-11-14,2003
9785,-5159.0,Leisure,2003-11-15,2003
5057,4182.0,Other,2003-11-17,2003
2602,1623.0,Tips,2003-11-17,2003
4894,-3772.0,Food,2003-11-17,2003
3988,-7813.0,Health Insurance,2003-11-18,2003
309,7171.0,Salary,2003-11-19,2003
6315,6253.0,Salary,2003-11-24,2003
858,5924.0,Tips,2003-11-25,2003
9121,-5843.0,Subscriptions,2003-11-26,2003
177,11.0,Salary,2003-11-26,2003
1985,-4210.0,Health Insurance,2003-11-28,2003
5587,-9228.0,Leisure,2003-11-29,2003
1110,5839.0,Salary,2003-11-30,2003
4132,3834.0,Salary,2003-12-01,2003
4188,-7864.0,Investments,2003-12-01,2003
4890,8435.0,Salary,2003-12-01,2003
1175,-639.0,Food,2003-12-01,2003
2049,-7403.0,Investments,2003-12-04,2003
1751,1212.0,Tips,2003-12-05,2003
1804,8610.0,Other,2003-12-05,2003
8869,-8730.0,Leisure,2003-12-06,2003
1818,1917.0,Salary,2003-12-06,2003
2754,-335.0,Leisure,2003-12-06,2003
3275,2214.0,Other,2003-12-07,2003
2134,3771.0,Tips,2003-12-07,2003
6986,2691.0,Salary,2003-12-07,2003
6189,-3803.0,Leisure,2003-12-10,2003
5442,4873.0,Other,2003-12-11,2003
5336,-3574.0,Health Insurance,2003-12-11,2003
8566,-8626.0,Investments,2003-12-11,2003
463,-7877.0,Investments,2003-12-12,2003
1007,9728.0,Tips,2003-12-12,2003
6411,4107.0,Tips,2003-12-13,2003
2386,-7372.0,Subscriptions,2003-12-13,2003
4,-7488.0,Food,2003-12-14,2003
2900,4121.0,Salary,2003-12-15,2003
3316,1565.0,Tips,2003-12-15,2003
9917,-7121.0,Health Insurance,2003-12-18,2003
7772,6647.0,Tips,2003-12-18,2003
3333,9369.0,Other,2003-12-19,2003
4780,-8215.0,Food,2003-12-19,2003
3871,3389.0,Other,2003-12-19,2003
8309,7922.0,Other,2003-12-20,2003
6285,7825.0,Salary,2003-12-21,2003
4484,5758.0,Other,2003-12-24,2003
4600,5328.0,Other,2003-12-25,2003
1616,569.0,Other,2003-12-26,2003
5016,4658.0,Other,2003-12-27,2003
6283,9801.0,Other,2003-12-28,2003
2423,-2982.0,Subscriptions,2003-12-29,2003
7067,-573.0,Subscriptions,2003-12-30,2003
1157,4980.0,Salary,2003-12-30,2003
8305,9635.0,Other,2004-01-01,2004
5215,4905.0,Tips,2004-01-02,2004
9786,-8811.0,Subscriptions,2004-01-04,2004
9149,147.0,Tips,2004-01-06,2004
2762,7448.0,Salary,2004-01-07,2004
1228,-2926.0,Subscriptions,2004-01-07,2004
8563,9091.0,Salary,2004-01-08,2004
7875,9412.0,Salary,2004-01-08,2004
4415,-6895.0,Health Insurance,2004-01-10,2004
6871,-2515.0,Investments,2004-01-10,2004
6509,5048.0,Other,2004-01-10,2004
1597,-7308.0,Investments,2004-01-11,2004
1825,-322.0,Subscriptions,2004-01-11,2004
9024,-2525.0,Food,2004-01-12,2004
6276,742.0,Salary,2004-01-14,2004
3831,-373.0,Groceries,2004-01-14,2004
1112,7740.0,Salary,2004-01-15,2004
698,9001.0,Tips,2004-01-16,2004
5059,-3403.0,Leisure,2004-01-17,2004
9496,-4215.0,Subscriptions,2004-01-18,2004
8424,1571.0,Salary,2004-01-19,2004
4681,-5693.0,Health Insurance,2004-01-19,2004
3829,3459.0,Tips,2004-01-21,2004
3451,2046.0,Tips,2004-01-22,2004
3343,-5258.0,Groceries,2004-01-23,2004
7973,9938.0,Salary,2004-01-24,2004
2784,5493.0,Salary,2004-01-25,2004
71,-4324.0,Investments,2004-01-25,2004
3086,-3528.0,Food,2004-01-25,2004
2858,7392.0,Salary,2004-01-26,2004
4463,-3024.0,Leisure,2004-01-26,2004
8792,3228.0,Other,2004-01-27,2004
1984,-8438.0,Food,2004-01-28,2004
6503,6604.0,Salary,2004-01-29,2004
268,-3746.0,Food,2004-01-29,2004
2226,2223.0,Other,2004-01-30,2004
5444,8176.0,Salary,2004-01-31,2004
6516,8539.0,Tips,2004-02-01,2004
8810,4136.0,Other,2004-02-01,2004
9926,-6501.0,Food,2004-02-01,2004
8773,-7800.0,Subscriptions,2004-02-02,2004
2919,7531.0,Other,2004-02-04,2004
5708,-3439.0,Subscriptions,2004-02-05,2004
2055,-9053.0,Subscriptions,2004-02-05,2004
5634,4056.0,Tips,2004-02-08,2004
5531,1463.0,Tips,2004-02-08,2004
6177,-4589.0,Investments,2004-02-10,2004
8134,-8350.0,Subscriptions,2004-02-12,2004
7933,4521.0,Salary,2004-02-12,2004
7761,-5266.0,Groceries,2004-02-13,2004
3856,5779.0,Salary,2004-02-13,2004
6520,-1756.0,Subscriptions,2004-02-14,2004
9794,7863.0,Tips,2004-02-14,2004
711,6068.0,Tips,2004-02-14,2004
6004,-5883.0,Subscriptions,2004-02-14,2004
2973,2684.0,Salary,2004-02-17,2004
6812,-1683.0,Leisure,2004-02-17,2004
1562,3279.0,Tips,2004-02-18,2004
4378,7708.0,Other,2004-02-20,2004
3748,-9798.0,Subscriptions,2004-02-20,2004
39,-9270.0,Food,2004-02-20,2004
5782,-3077.0,Groceries,2004-02-20,2004
7880,-362.0,Groceries,2004-02-21,2004
7843,6030.0,Salary,2004-02-21,2004
2708,9609.0,Other,2004-02-22,2004
4963,-4685.0,Leisure,2004-02-22,2004
5837,4254.0,Tips,2004-02-22,2004
4718,-9603.0,Health Insurance,2004-02-24,2004
3039,-4702.0,Health Insurance,2004-02-25,2004
3397,-5457.0,Subscriptions,2004-02-25,2004
5612,-3530.0,Leisure,2004-02-25,2004
9295,9276.0,Other,2004-02-28,2004
5873,8000.0,Tips,2004-02-28,2004
3165,1595.0,Salary,2004-02-29,2004
395,-7834.0,Leisure,2004-03-01,2004
6481,9608.0,Tips,2004-03-01,2004
9803,-551.0,Food,2004-03-01,2004
4409,9896.0,Salary,2004-03-01,2004
1147,-5633.0,Investments,2004-03-01,2004
7276,-614.0,Groceries,2004-03-02,2004
4743,-7178.0,Food,2004-03-03,2004
3223,-7895.0,Subscriptions,2004-03-03,2004
4986,8175.0,Other,2004-03-04,2004
4447,6189.0,Salary,2004-03-05,2004
1023,-7052.0,Groceries,2004-03-05,2004
6046,-6160.0,Groceries,2004-03-08,2004
1882,1024.0,Tips,2004-03-09,2004
4133,-585.0,Health Insurance,2004-03-10,2004
3107,4823.0,Salary,2004-03-11,2004
8599,8617.0,Salary,2004-03-12,2004
9727,-5004.0,Subscriptions,2004-03-13,2004
3628,2244.0,Tips,2004-03-13,2004
8742,5271.0,Salary,2004-03-14,2004
7667,-4999.0,Health Insurance,2004-03-14,2004
266,-9303.0,Food,2004-03-15,2004
8567,3428.0,Tips,2004-03-16,2004
337,731.0,Tips,2004-03-17,2004
7439,3768.0,Other,2004-03-18,2004
8914,-7925.0,Health Insurance,2004-03-19,2004
3937,-354.0,Groceries,2004-03-22,2004
2477,1459.0,Salary,2004-03-22,2004
5225,-3367.0,Health Insurance,2004-03-22,2004
5284,2571.0,Salary,2004-03-23,2004
5937,-8985.0,Subscriptions,2004-03-24,2004
5546,1855.0,Tips,2004-03-25,2004
3920,9347.0,Tips,2004-03-25,2004
6821,-2915.0,Food,2004-03-26,2004
1259,1117.0,Tips,2004-03-27,2004
5061,2839.0,Tips,2004-03-27,2004
2443,5932.0,Tips,2004-03-28,2004
9596,-2573.0,Leisure,2004-03-28,2004
3541,4020.0,Salary,2004-03-30,2004
9992,-8153.0,Health Insurance,2004-03-30,2004
9396,-2593.0,Subscriptions,2004-03-31,2004
7161,-9383.0,Health Insurance,2004-03-31,2004
4172,-6582.0,Health Insurance,2004-03-31,2004
4211,9941.0,Other,2004-04-02,2004
5763,-9936.0,Groceries,2004-04-02,2004
7347,6505.0,Tips,2004-04-02,2004
3438,-4800.0,Leisure,2004-04-02,2004
9093,-2191.0,Health Insurance,2004-04-03,2004
5274,6344.0,Salary,2004-04-04,2004
5530,8693.0,Other,2004-04-05,2004
3862,-9989.0,Leisure,2004-04-05,2004
7585,-6305.0,Food,2004-04-06,2004
2934,454.0,Tips,2004-04-06,2004
7562,3653.0,Salary,2004-04-06,2004
121,2631.0,Other,2004-04-06,2004
2564,-2072.0,Groceries,2004-04-07,2004
3457,9799.0,Other,2004-04-09,2004
8073,3068.0,Other,2004-04-10,2004
8286,-4048.0,Leisure,2004-04-10,2004
6545,-8277.0,Health Insurance,2004-04-10,2004
2877,520.0,Other,2004-04-10,2004
9089,8682.0,Tips,2004-04-12,2004
3034,-9857.0,Food,2004-04-14,2004
172,-3776.0,Leisure,2004-04-15,2004
8700,-4077.0,Health Insurance,2004-04-15,2004
386,5139.0,Salary,2004-04-16,2004
7377,-8375.0,Food,2004-04-17,2004
8615,3543.0,Other,2004-04-17,2004
7921,8172.0,Other,2004-04-18,2004
6414,-1009.0,Groceries,2004-04-18,2004
9014,4578.0,Salary,2004-04-19,2004
2483,-2112.0,Investments,2004-04-21,2004
3668,-3710.0,Investments,2004-04-21,2004
1461,-7368.0,Food,2004-04-22,2004
8245,-1997.0,Food,2004-04-24,2004
2575,580.0,Tips,2004-04-25,2004
4288,6571.0,Other,2004-04-26,2004
5164,-7596.0,Leisure,2004-04-27,2004
4191,-2798.0,Subscriptions,2004-05-01,2004
1398,4160.0,Salary,2004-05-01,2004
3063,-1940.0,Health Insurance,2004-05-02,2004
6804,-2452.0,Food,2004-05-02,2004
7209,2202.0,Other,2004-05-02,2004
2066,-9797.0,Groceries,2004-05-04,2004
8248,1195.0,Other,2004-05-05,2004
5630,-7799.0,Health Insurance,2004-05-06,2004
8536,1368.0,Tips,2004-05-06,2004
4971,1740.0,Tips,2004-05-09,2004
2648,-776.0,Groceries,2004-05-09,2004
4538,5249.0,Tips,2004-05-10,2004
7626,-1148.0,Subscriptions,2004-05-11,2004
9957,862.0,Other,2004-05-11,2004
4625,7638.0,Salary,2004-05-12,2004
3859,3655.0,Other,2004-05-12,2004
3559,-6601.0,Investments,2004-05-13,2004
7846,2731.0,Tips,2004-05-13,2004
9663,8993.0,Salary,2004-05-14,2004
5724,3907.0,Salary,2004-05-14,2004
3310,-6200.0,Subscriptions,2004-05-14,2004
674,8906.0,Other,2004-05-15,2004
1072,-1414.0,Subscriptions,2004-05-17,2004
2710,320.0,Other,2004-05-20,2004
537,-293.0,Subscriptions,2004-05-20,2004
8294,6365.0,Tips,2004-05-20,2004
45,-665.0,Leisure,2004-05-20,2004
862,5068.0,Salary,2004-05-21,2004
9470,126.0,Tips,2004-05-21,2004
7757,2546.0,Tips,2004-05-22,2004
3259,8608.0,Salary,2004-05-23,2004
1729,4439.0,Other,2004-05-24,2004
3369,2130.0,Other,2004-05-24,2004
9066,-9098.0,Investments,2004-05-24,2004
1315,-5714.0,Leisure,2004-05-26,2004
1151,1850.0,Tips,2004-05-27,2004
8498,8985.0,Other,2004-05-28,2004
9521,-9290.0,Groceries,2004-05-30,2004
8367,2085.0,Tips,2004-05-30,2004
2809,2808.0,Tips,2004-05-31,2004
6634,4601.0,Tips,2004-06-02,2004
1280,2116.0,Salary,2004-06-02,2004
8070,-6337.0,Health Insurance,2004-06-02,2004
9391,7928.0,Salary,2004-06-02,2004
8716,8451.0,Salary,2004-06-03,2004
2998,9154.0,Other,2004-06-04,2004
9116,2503.0,Other,2004-06-05,2004
4247,-6061.0,Investments,2004-06-07,2004
9652,2764.0,Tips,2004-06-08,2004
8546,9297.0,Other,2004-06-11,2004
1707,6564.0,Salary,2004-06-12,2004
6458,-3136.0,Health Insurance,2004-06-12,2004
6451,5760.0,Tips,2004-06-12,2004
452,-4012.0,Groceries,2004-06-13,2004
9202,724.0,Salary,2004-06-14,2004
908,2829.0,Salary,2004-06-14,2004
8506,-1184.0,Leisure,2004-06-15,2004
5375,4237.0,Tips,2004-06-15,2004
7646,-3618.0,Food,2004-06-16,2004
6429,2161.0,Other,2004-06-18,2004
9753,1693.0,Tips,2004-06-20,2004
2781,647.0,Salary,2004-06-23,2004
9049,-7170.0,Groceries,2004-06-25,2004
874,-2102.0,Health Insurance,2004-06-25,2004
6366,8865.0,Salary,2004-06-27,2004
5179,2719.0,Tips,2004-06-28,2004
3455,-3358.0,Groceries,2004-06-28,2004
166,-2897.0,Health Insurance,2004-06-29,2004
8268,3956.0,Other,2004-06-29,2004
2504,-2609.0,Subscriptions,2004-07-03,2004
9614,9401.0,Salary,2004-07-03,2004
8751,5213.0,Other,2004-07-03,2004
7806,6721.0,Other,2004-07-03,2004
8051,-4609.0,Investments,2004-07-04,2004
5796,530.0,Salary,2004-07-04,2004
7010,-600.0,Subscriptions,2004-07-05,2004
8121,9504.0,Salary,2004-07-06,2004
8531,3620.0,Tips,2004-07-06,2004
2116,2562.0,Other,2004-07-07,2004
7240,9573.0,Other,2004-07-08,2004
302,-8536.0,Subscriptions,2004-07-09,2004
8147,-1191.0,Investments,2004-07-10,2004
5938,2747.0,Other,2004-07-10,2004
5826,-1387.0,Subscriptions,2004-07-10,2004
7885,5180.0,Tips,2004-07-11,2004
6096,-8381.0,Food,2004-07-11,2004
9889,-2440.0,Groceries,2004-07-14,2004
6573,-1651.0,Investments,2004-07-15,2004
1916,8204.0,Salary,2004-07-17,2004
184,-5939.0,Food,2004-07-17,2004
5307,5043.0,Salary,2004-07-17,2004
8038,3876.0,Salary,2004-07-18,2004
192,5034.0,Other,2004-07-19,2004
3311,-1931.0,Investments,2004-07-22,2004
1493,2258.0,Other,2004-07-24,2004
9565,5434.0,Tips,2004-07-27,2004
1103,2603.0,Salary,2004-07-28,2004
1657,7711.0,Tips,2004-07-29,2004
