reference,amount,type,date
7369,5614.0,Salary,2005-01-01
6077,-535.0,Subscriptions,2005-01-01
4033,-1442.0,Subscriptions,2005-01-01
8758,2597.0,Salary,2005-01-02
7450,-5884.0,Leisure,2005-01-02
1130,5596.0,Other,2005-01-02
4761,5885.0,Tips,2005-01-02
2607,9257.0,Salary,2005-01-02
2049,4066.0,Tips,2005-01-03
9492,8502.0,Tips,2005-01-04
8599,3644.0,Salary,2005-01-05
5752,7271.0,Salary,2005-01-05
7734,8866.0,Other,2005-01-05
7216,-17.0,Food,2005-01-06
3009,1202.0,Salary,2005-01-06
2511,855.0,Salary,2005-01-06
4296,-2162.0,Groceries,2005-01-07
2340,2782.0,Other,2005-01-08
2271,-7669.0,Subscriptions,2005-01-09
4907,1.0,Salary,2005-01-09
8271,4484.0,Other,2005-01-10
9885,-8554.0,Subscriptions,2005-01-10
3021,6697.0,Other,2005-01-10
7223,6027.0,Salary,2005-01-11
7889,1433.0,Salary,2005-01-12
7436,-2362.0,Food,2005-01-12
5539,-6311.0,Groceries,2005-01-13
2717,4652.0,Salary,2005-01-13
6123,8948.0,Other,2005-01-14
2216,678.0,Other,2005-01-14
4422,-7722.0,Health Insurance,2005-01-14
5804,2285.0,Other,2005-01-14
5911,7674.0,Tips,2005-01-14
9286,937.0,Tips,2005-01-14
5639,-3186.0,Health Insurance,2005-01-16
4099,4377.0,Salary,2005-01-16
1045,9227.0,Salary,2005-01-16
8903,-4408.0,Investments,2005-01-16
552,5863.0,Tips,2005-01-16
7340,6717.0,Other,2005-01-17
9896,-6538.0,Food,2005-01-18
3548,7059.0,Salary,2005-01-18
9020,-9703.0,Groceries,2005-01-18
4837,-3817.0,Investments,2005-01-19
1701,-4129.0,Food,2005-01-19
9634,9684.0,Salary,2005-01-19
9262,-1030.0,Health Insurance,2005-01-20
1873,6516.0,Salary,2005-01-21
3870,-6562.0,Leisure,2005-01-21
1042,-310.0,Leisure,2005-01-21
9976,-8683.0,Food,2005-01-22
6115,4778.0,Salary,2005-01-23
337,-1043.0,Leisure,2005-01-23
8310,-118.0,Groceries,2005-01-23
1955,-3307.0,Food,2005-01-24
9230,-1501.0,Subscriptions,2005-01-26
3781,-4247.0,Subscriptions,2005-01-26
6321,-9600.0,Health Insurance,2005-01-26
4720,-5805.0,Subscriptions,2005-01-27
112,5853.0,Other,2005-01-27
8435,-8164.0,Health Insurance,2005-01-27
7623,-1700.0,Leisure,2005-01-27
9402,2792.0,Salary,2005-01-28
3251,-4119.0,Investments,2005-01-28
7116,5312.0,Salary,2005-01-29
7431,6295.0,Other,2005-01-29
6172,7174.0,Salary,2005-01-30
6652,9603.0,Tips,2005-01-31
5101,-2134.0,Subscriptions,2005-02-01
3691,-9683.0,Investments,2005-02-01
3578,1567.0,Tips,2005-02-01
1269,-1454.0,Subscriptions,2005-02-01
5264,4976.0,Tips,2005-02-02
8209,843.0,Tips,2005-02-02
999,3020.0,Tips,2005-02-04
2128,-8968.0,Subscriptions,2005-02-05
2809,8588.0,Tips,2005-02-05
4834,-1120.0,Health Insurance,2005-02-05
9203,2990.0,Salary,2005-02-06
5042,-3742.0,Groceries,2005-02-06
8641,-5658.0,Investments,2005-02-07
6431,-8646.0,Investments,2005-02-07
9934,-3374.0,Leisure,2005-02-08
6595,-5752.0,Subscriptions,2005-02-08
4411,5618.0,Other,2005-02-08
215,-3345.0,Leisure,2005-02-09
8136,6904.0,Tips,2005-02-09
4537,-4204.0,Leisure,2005-02-09
7495,-6721.0,Groceries,2005-02-09
9610,7403.0,Other,2005-02-10
6436,5940.0,Tips,2005-02-11
4413,-2675.0,Health Insurance,2005-02-11
2775,-2610.0,Food,2005-02-11
7269,149.0,Tips,2005-02-12
9013,9002.0,Salary,2005-02-13
5405,4671.0,Tips,2005-02-13
7748,-9543.0,Investments,2005-02-13
4956,-8014.0,Groceries,2005-02-14
5542,619.0,Other,2005-02-14
1792,-6898.0,Food,2005-02-14
9925,6386.0,Other,2005-02-15
1270,-4664.0,Groceries,2005-02-15
8192,-5472.0,Leisure,2005-02-15
2593,-7027.0,Groceries,2005-02-16
8096,5311.0,Tips,2005-02-16
6907,6949.0,Salary,2005-02-16
9095,-9275.0,Food,2005-02-16
1440,9588.0,Salary,2005-02-16
1919,-5206.0,Leisure,2005-02-16
309,-5259.0,Groceries,2005-02-17
1603,4162.0,Other,2005-02-17
4246,7446.0,Other,2005-02-17
4912,7054.0,Salary,2005-02-18
7134,-6024.0,Health Insurance,2005-02-19
7986,3534.0,Tips,2005-02-19
3082,-5989.0,Leisure,2005-02-19
9133,353.0,Tips,2005-02-20
4287,8562.0,Tips,2005-02-20
1179,3784.0,Tips,2005-02-20
464,7583.0,Other,2005-02-21
2988,-4756.0,Food,2005-02-21
6986,7722.0,Other,2005-02-21
4570,-5499.0,Investments,2005-02-22
6598,-3676.0,Groceries,2005-02-22
2345,-5626.0,Groceries,2005-02-22
991,-6093.0,Groceries,2005-02-22
7339,-2362.0,Leisure,2005-02-23
2647,-6536.0,Leisure,2005-02-23
919,9343.0,Other,2005-02-23
3907,-2331.0,Groceries,2005-02-24
9580,625.0,Salary,2005-02-24
6849,-1484.0,Leisure,2005-02-24
1943,5812.0,Tips,2005-02-24
8115,-3585.0,Leisure,2005-02-25
4372,9596.0,Salary,2005-02-26
7789,8760.0,Other,2005-02-26
2552,-8549.0,Groceries,2005-02-26
7987,6464.0,Other,2005-02-26
5894,67.0,Salary,2005-02-26
2823,-3798.0,Health Insurance,2005-02-27
1745,4830.0,Tips,2005-02-27
8986,-786.0,Leisure,2005-02-27
4215,1117.0,Other,2005-02-27
2721,2082.0,Salary,2005-02-27
8431,-4528.0,Leisure,2005-02-28
6780,4592.0,Tips,2005-02-28
7645,9939.0,Other,2005-02-28
6774,-8270.0,Groceries,2005-02-28
1553,8027.0,Other,2005-02-28
3611,8440.0,Tips,2005-03-01
5188,7453.0,Salary,2005-03-01
5012,2373.0,Salary,2005-03-01
9193,9766.0,Other,2005-03-02
2894,-7797.0,Food,2005-03-03
33,-6304.0,Leisure,2005-03-03
2766,-9919.0,Investments,2005-03-03
2004,-7358.0,Investments,2005-03-03
9014,5114.0,Other,2005-03-04
7738,7946.0,Other,2005-03-04
6177,-2039.0,Food,2005-03-04
2072,3431.0,Tips,2005-03-05
6711,6073.0,Tips,2005-03-05
9478,2792.0,Other,2005-03-05
8245,3395.0,Tips,2005-03-06
2376,-5206.0,Groceries,2005-03-06
9573,-1708.0,Food,2005-03-06
6490,5633.0,Salary,2005-03-06
7245,-3880.0,Health Insurance,2005-03-07
7521,4566.0,Salary,2005-03-07
5566,1007.0,Salary,2005-03-09
3071,5108.0,Other,2005-03-09
5580,703.0,Salary,2005-03-10
4907,-2304.0,Subscriptions,2005-03-10
7563,-9196.0,Investments,2005-03-10
4004,6492.0,Salary,2005-03-11
7113,-9645.0,Food,2005-03-11
5800,8762.0,Tips,2005-03-12
8190,6468.0,Tips,2005-03-12
7830,2718.0,Other,2005-03-12
6959,-9451.0,Leisure,2005-03-13
895,5304.0,Salary,2005-03-14
6819,2157.0,Other,2005-03-14
1244,9629.0,Tips,2005-03-14
9421,-8541.0,Subscriptions,2005-03-15
6933,9656.0,Other,2005-03-17
1172,6766.0,Salary,2005-03-17
3401,9808.0,Tips,2005-03-18
1218,-5081.0,Food,2005-03-18
4285,-893.0,Subscriptions,2005-03-18
2085,-7148.0,Investments,2005-03-18
6736,-5000.0,Leisure,2005-03-18
9541,-7077.0,Groceries,2005-03-19
5868,-3605.0,Health Insurance,2005-03-19
4744,-1930.0,Food,2005-03-20
7972,1202.0,Salary,2005-03-20
9414,-846.0,Leisure,2005-03-20
8593,-9955.0,Investments,2005-03-21
7914,-8012.0,Investments,2005-03-22
9366,-917.0,Health Insurance,2005-03-22
5053,-2089.0,Investments,2005-03-23
5843,-9686.0,Investments,2005-03-24
6046,-707.0,Leisure,2005-03-24
2148,814.0,Tips,2005-03-25
6518,5756.0,Salary,2005-03-25
8089,-7923.0,Subscriptions,2005-03-25
5617,-586.0,Food,2005-03-26
2090,9050.0,Other,2005-03-27
4753,8757.0,Other,2005-03-27
5319,5755.0,Other,2005-03-27
5755,7377.0,Other,2005-03-27
8764,8591.0,Tips,2005-03-28
5065,-7445.0,Investments,2005-03-28
819,1277.0,Salary,2005-03-29
9440,4233.0,Salary,2005-03-29
2195,-945.0,Subscriptions,2005-03-29
8594,-7158.0,Investments,2005-03-29
241,1296.0,Salary,2005-03-29
1911,-7808.0,Leisure,2005-03-30
6324,4315.0,Salary,2005-03-31
6442,-204.0,Food,2005-03-31
1945,5159.0,Tips,2005-03-31
6663,314.0,Salary,2005-04-01
1688,-4053.0,Food,2005-04-01
9126,8640.0,Other,2005-04-02
2362,-7358.0,Food,2005-04-02
571,8327.0,Tips,2005-04-02
5444,-8794.0,Health Insurance,2005-04-03
2260,-8208.0,Subscriptions,2005-04-03
4239,7565.0,Other,2005-04-03
610,-53.0,Investments,2005-04-04
2972,-6138.0,Food,2005-04-04
7438,7595.0,Salary,2005-04-05
8401,8812.0,Tips,2005-04-05
7723,6508.0,Salary,2005-04-06
4006,-4477.0,Investments,2005-04-06
3027,-8354.0,Food,2005-04-06
3484,-1371.0,Subscriptions,2005-04-07
6609,-6993.0,Leisure,2005-04-07
8428,7719.0,Tips,2005-04-07
4891,9865.0,Salary,2005-04-08
7485,-4710.0,Subscriptions,2005-04-08
5914,8621.0,Tips,2005-04-08
5851,5621.0,Other,2005-04-08
8477,6329.0,Tips,2005-04-09
2692,-7700.0,Food,2005-04-10
5883,-37.0,Leisure,2005-04-10
786,-413.0,Groceries,2005-04-10
1824,-2339.0,Groceries,2005-04-10
8659,-2944.0,Subscriptions,2005-04-13
5401,8197.0,Tips,2005-04-13
9050,9034.0,Other,2005-04-13
6566,-1681.0,Investments,2005-04-14
2670,7279.0,Other,2005-04-14
1409,7518.0,Other,2005-04-16
1098,5221.0,Other,2005-04-17
5614,-8444.0,Investments,2005-04-17
7877,-948.0,Groceries,2005-04-18
8479,-5940.0,Food,2005-04-19
5152,-3544.0,Investments,2005-04-19
5402,-9754.0,Subscriptions,2005-04-20
7861,5911.0,Tips,2005-04-20
3080,1973.0,Other,2005-04-21
5508,-1969.0,Leisure,2005-04-21
3204,-395.0,Investments,2005-04-21
3347,-6837.0,Leisure,2005-04-21
7664,-754.0,Food,2005-04-22
1986,-215.0,Investments,2005-04-22
6352,-949.0,Health Insurance,2005-04-22
7894,-915.0,Food,2005-04-23
2370,-2708.0,Groceries,2005-04-24
76,-1126.0,Health Insurance,2005-04-24
6152,-3720.0,Subscriptions,2005-04-24
7602,9762.0,Other,2005-04-25
4419,-2094.0,Subscriptions,2005-04-26
4256,1524.0,Other,2005-04-26
6060,7178.0,Tips,2005-04-28
9577,5874.0,Salary,2005-04-28
4559,-9585.0,Health Insurance,2005-04-29
7227,472.0,Other,2005-04-29
4563,1108.0,Other,2005-04-30
2303,9032.0,Other,2005-04-30
8990,-6087.0,Food,2005-04-30
9884,3317.0,Other,2005-04-30
8112,-1574.0,Leisure,2005-05-01
9473,-8495.0,Subscriptions,2005-05-01
7391,3872.0,Tips,2005-05-02
8075,-5203.0,Groceries,2005-05-02
8416,3931.0,Salary,2005-05-02
4564,4710.0,Other,2005-05-03
6072,2245.0,Salary,2005-05-03
1504,2125.0,Other,2005-05-03
1224,4652.0,Other,2005-05-04
5060,2791.0,Other,2005-05-04
1397,-9675.0,Leisure,2005-05-05
8828,-9616.0,Investments,2005-05-05
5935,-3087.0,Subscriptions,2005-05-05
1518,8953.0,Tips,2005-05-07
9659,-1689.0,Groceries,2005-05-07
6263,-1549.0,Health Insurance,2005-05-07
1505,8063.0,Salary,2005-05-07
3393,4468.0,Salary,2005-05-08
472,-650.0,Health Insurance,2005-05-08
381,-2563.0,Food,2005-05-08
6526,6709.0,Salary,2005-05-09
3028,-9344.0,Investments,2005-05-09
9501,8896.0,Tips,2005-05-09
1977,-1179.0,Groceries,2005-05-10
4421,-9780.0,Food,2005-05-10
86,1854.0,Other,2005-05-10
4312,-8638.0,Groceries,2005-05-10
3345,-132.0,Leisure,2005-05-11
4673,2469.0,Other,2005-05-11
553,-2831.0,Subscriptions,2005-05-11
6831,3504.0,Tips,2005-05-11
9736,-8053.0,Leisure,2005-05-12
2159,6223.0,Salary,2005-05-13
9424,836.0,Salary,2005-05-13
1971,-6129.0,Investments,2005-05-13
1495,-877.0,Leisure,2005-05-13
9758,2056.0,Salary,2005-05-13
7177,5048.0,Tips,2005-05-13
319,3614.0,Tips,2005-05-14
1742,-4152.0,Groceries,2005-05-14
9528,-4344.0,Food,2005-05-14
8912,-220.0,Subscriptions,2005-05-15
5896,4142.0,Tips,2005-05-15
5445,-9319.0,Subscriptions,2005-05-15
2222,-5751.0,Leisure,2005-05-16
366,-9234.0,Health Insurance,2005-05-16
8054,-967.0,Food,2005-05-16
4734,3087.0,Salary,2005-05-17
6339,-4599.0,Food,2005-05-17
7490,-937.0,Food,2005-05-18
8251,-4199.0,Leisure,2005-05-18
5044,-2657.0,Subscriptions,2005-05-18
4716,-8884.0,Health Insurance,2005-05-18
3314,6031.0,Other,2005-05-18
9951,2789.0,Tips,2005-05-19
9835,5245.0,Tips,2005-05-19
717,5167.0,Tips,2005-05-19
3697,7324.0,Other,2005-05-19
3142,9438.0,Other,2005-05-20
4527,-8566.0,Food,2005-05-20
3029,1151.0,Tips,2005-05-22
1480,-8325.0,Food,2005-05-22
653,-511.0,Subscriptions,2005-05-22
330,-7626.0,Subscriptions,2005-05-23
2956,5826.0,Salary,2005-05-25
2333,-3938.0,Subscriptions,2005-05-25
6492,3357.0,Other,2005-05-25
1750,-2879.0,Food,2005-05-25
4050,-3532.0,Investments,2005-05-26
3608,7020.0,Tips,2005-05-26
2626,4644.0,Salary,2005-05-26
7274,-8018.0,Investments,2005-05-26
4219,7575.0,Salary,2005-05-26
4757,9222.0,Other,2005-05-28
9696,3469.0,Salary,2005-05-28
3437,8181.0,Tips,2005-05-28
2835,-9936.0,Leisure,2005-05-28
5100,-8230.0,Health Insurance,2005-05-29
7673,1884.0,Salary,2005-05-29
7603,-8065.0,Subscriptions,2005-05-29
9286,-174.0,Leisure,2005-05-29
4182,5665.0,Salary,2005-05-29
5572,8683.0,Tips,2005-05-30
8575,1226.0,Tips,2005-05-30
7560,8385.0,Salary,2005-05-30
7560,-6485.0,Leisure,2005-05-30
9077,-5536.0,Groceries,2005-05-31
8438,-6605.0,Investments,2005-05-31
2610,7027.0,Other,2005-06-01
1029,3186.0,Other,2005-06-01
1272,1933.0,Other,2005-06-01
8154,3388.0,Other,2005-06-03
8208,5455.0,Other,2005-06-04
6055,4421.0,Other,2005-06-05
1671,6877.0,Other,2005-06-05
8947,8505.0,Other,2005-06-05
879,-6972.0,Food,2005-06-05
1043,687.0,Tips,2005-06-06
4885,-127.0,Health Insurance,2005-06-06
8424,9717.0,Salary,2005-06-07
5625,8375.0,Other,2005-06-07
5491,-957.0,Groceries,2005-06-08
216,4445.0,Salary,2005-06-08
2000,-2657.0,Leisure,2005-06-08
136,-5037.0,Food,2005-06-08
4902,-8190.0,Subscriptions,2005-06-09
6238,442.0,Tips,2005-06-09
9418,6606.0,Other,2005-06-09
4599,1214.0,Other,2005-06-10
5603,-5358.0,Investments,2005-06-10
9401,2726.0,Other,2005-06-12
293,-5492.0,Groceries,2005-06-12
5925,6544.0,Other,2005-06-12
7374,4717.0,Tips,2005-06-12
7864,4392.0,Other,2005-06-12
1421,55.0,Salary,2005-06-14
542,2834.0,Other,2005-06-14
4259,-1341.0,Subscriptions,2005-06-14
15,2170.0,Other,2005-06-15
2015,-5642.0,Investments,2005-06-15
5899,-2662.0,Food,2005-06-15
6109,-5925.0,Groceries,2005-06-15
4799,-1269.0,Health Insurance,2005-06-15
2329,92.0,Tips,2005-06-16
9787,9911.0,Salary,2005-06-17
1719,6353.0,Other,2005-06-17
7684,4835.0,Salary,2005-06-17
7366,545.0,Salary,2005-06-17
2130,-8166.0,Food,2005-06-17
6993,7805.0,Other,2005-06-18
261,-4597.0,Groceries,2005-06-18
9050,-2041.0,Groceries,2005-06-18
8773,-7926.0,Food,2005-06-19
9585,4643.0,Salary,2005-06-19
7547,-8121.0,Groceries,2005-06-19
7272,-5598.0,Food,2005-06-19
5478,-4495.0,Investments,2005-06-19
9729,5691.0,Tips,2005-06-19
6170,3596.0,Salary,2005-06-20
4909,-1447.0,Food,2005-06-20
2916,-645.0,Investments,2005-06-21
469,-7893.0,Food,2005-06-22
8032,-9709.0,Subscriptions,2005-06-22
2756,-7852.0,Subscriptions,2005-06-22
7445,9909.0,Salary,2005-06-23
7516,-6862.0,Food,2005-06-23
4444,7885.0,Tips,2005-06-23
8643,4040.0,Tips,2005-06-23
4985,3918.0,Salary,2005-06-25
6978,1611.0,Tips,2005-06-26
5237,-3812.0,Leisure,2005-06-26
2238,-1869.0,Groceries,2005-06-26
1249,5691.0,Tips,2005-06-26
9074,663.0,Tips,2005-06-26
9483,-7601.0,Subscriptions,2005-06-27
6963,-7068.0,Leisure,2005-06-27
5725,-9805.0,Leisure,2005-06-28
1767,4500.0,Other,2005-06-29
3903,-1276.0,Food,2005-06-30
5077,916.0,Tips,2005-06-30
3508,-6606.0,Investments,2005-06-30
8007,1889.0,Other,2005-06-30
3386,6584.0,Other,2005-06-30
6365,9483.0,Salary,2005-07-01
9149,-2092.0,Leisure,2005-07-02
823,-4803.0,Leisure,2005-07-02
6255,19.0,Salary,2005-07-04
5055,9448.0,Tips,2005-07-04
6118,7958.0,Tips,2005-07-05
7795,5373.0,Other,2005-07-05
2708,-3632.0,Health Insurance,2005-07-05
125,5392.0,Tips,2005-07-06
9161,7777.0,Tips,2005-07-06
3776,3833.0,Salary,2005-07-07
6160,-1010.0,Leisure,2005-07-07
7401,-4459.0,Investments,2005-07-07
5078,-7787.0,Leisure,2005-07-07
7476,-9429.0,Leisure,2005-07-08
5886,-5316.0,Health Insurance,2005-07-09
9100,895.0,Other,2005-07-09
6143,4719.0,Tips,2005-07-09
1835,5956.0,Salary,2005-07-10
8816,-2654.0,Leisure,2005-07-10
3337,562.0,Tips,2005-07-10
9189,-3317.0,Subscriptions,2005-07-11
1011,-818.0,Food,2005-07-11
2365,5758.0,Other,2005-07-11
8507,6279.0,Other,2005-07-12
9295,-1541.0,Food,2005-07-13
7477,8107.0,Salary,2005-07-13
3481,-9396.0,Food,2005-07-14
4426,9199.0,Other,2005-07-14
9590,4311.0,Tips,2005-07-15
1016,-2480.0,Subscriptions,2005-07-16
6279,-4615.0,Leisure,2005-07-16
5848,8736.0,Other,2005-07-16
5371,3812.0,Tips,2005-07-16
739,-8558.0,Investments,2005-07-17
8178,3709.0,Other,2005-07-18
5967,4676.0,Tips,2005-07-18
6340,7375.0,Other,2005-07-18
2309,-6272.0,Food,2005-07-18
955,3384.0,Other,2005-07-18
3174,-7961.0,Food,2005-07-19
5981,-2020.0,Food,2005-07-20
5703,-2346.0,Subscriptions,2005-07-20
9587,-6123.0,Food,2005-07-21
1438,7502.0,Salary,2005-07-22
1237,-4787.0,Groceries,2005-07-23
9586,-7706.0,Subscriptions,2005-07-23
5689,771.0,Other,2005-07-23
8508,3364.0,Salary,2005-07-23
4333,7704.0,Salary,2005-07-24
9119,5024.0,Other,2005-07-24
6658,2697.0,Tips,2005-07-24
9628,-202.0,Leisure,2005-07-25
3578,-6106.0,Groceries,2005-07-26
2614,7341.0,Tips,2005-07-27
1178,1879.0,Other,2005-07-27
3624,-3029.0,Leisure,2005-07-27
7426,7565.0,Salary,2005-07-28
3146,-2219.0,Food,2005-07-28
1863,-8843.0,Investments,2005-07-29
7443,4136.0,Salary,2005-07-29
7457,-4743.0,Food,2005-07-30
603,2093.0,Tips,2005-07-30
7717,-2383.0,Groceries,2005-07-30
1433,-4073.0,Groceries,2005-07-30
7949,-7292.0,Food,2005-07-31
6142,-4639.0,Health Insurance,2005-08-01
4622,-3048.0,Health Insurance,2005-08-01
6664,-2959.0,Leisure,2005-08-01
9762,-4889.0,Health Insurance,2005-08-01
9174,-4469.0,Food,2005-08-02
9994,-4474.0,Investments,2005-08-02
9128,-667.0,Health Insurance,2005-08-02
1654,-9830.0,Groceries,2005-08-02
1982,-7310.0,Investments,2005-08-03
1072,-9770.0,Leisure,2005-08-04
4278,-5528.0,Investments,2005-08-04
6809,-5946.0,Groceries,2005-08-04
4786,-4888.0,Groceries,2005-08-04
5341,316.0,Tips,2005-08-05
9463,6071.0,Other,2005-08-06
8399,-8167.0,Groceries,2005-08-06
310,-1600.0,Food,2005-08-09
4228,-1916.0,Subscriptions,2005-08-09
8690,9731.0,Salary,2005-08-09
8799,-5717.0,Subscriptions,2005-08-10
7527,-6502.0,Investments,2005-08-11
4507,-706.0,Subscriptions,2005-08-11
835,4929.0,Tips,2005-08-12
5528,-292.0,Food,2005-08-12
2042,-6637.0,Investments,2005-08-12
3983,-9965.0,Subscriptions,2005-08-12
3892,-5817.0,Health Insurance,2005-08-13
1314,9502.0,Tips,2005-08-14
464,-6726.0,Food,2005-08-15
5207,9359.0,Tips,2005-08-15
4390,883.0,Other,2005-08-15
8012,-4627.0,Leisure,2005-08-15
431,-7363.0,Leisure,2005-08-15
9281,-8723.0,Food,2005-08-15
4570,-3986.0,Subscriptions,2005-08-15
2532,6465.0,Tips,2005-08-16
4162,7208.0,Other,2005-08-17
7126,-7480.0,Investments,2005-08-17
407,2416.0,Other,2005-08-18
7359,-354.0,Food,2005-08-19
2003,2233.0,Salary,2005-08-19
2601,-6819.0,Food,2005-08-19
6251,9465.0,Other,2005-08-19
8033,-8288.0,Groceries,2005-08-20
4794,-1526.0,Leisure,2005-08-20
967,1749.0,Salary,2005-08-20
4548,-2872.0,Leisure,2005-08-21
2237,-8879.0,Health Insurance,2005-08-21
3991,-4353.0,Food,2005-08-21
4497,6853.0,Tips,2005-08-22
75,-595.0,Groceries,2005-08-22
6406,9550.0,Other,2005-08-23
9703,-2332.0,Investments,2005-08-23
354,-8103.0,Investments,2005-08-24
7255,-7029.0,Groceries,2005-08-24
9540,-946.0,Groceries,2005-08-25
4935,9352.0,Other,2005-08-25
6724,6199.0,Tips,2005-08-25
813,3785.0,Tips,2005-08-25
8919,9204.0,Salary,2005-08-25
6307,-835.0,Health Insurance,2005-08-26
8645,-2700.0,Food,2005-08-26
693,-4037.0,Groceries,2005-08-26
668,-8231.0,Investments,2005-08-27
3554,-4432.0,Health Insurance,2005-08-27
6679,7304.0,Tips,2005-08-27
7249,939.0,Other,2005-08-27
1265,9322.0,Tips,2005-08-27
2733,5874.0,Tips,2005-08-28
7708,-40.0,Subscriptions,2005-08-28
9388,7041.0,Tips,2005-08-30
5085,5008.0,Other,2005-08-31
6735,3254.0,Tips,2005-08-31
9222,-801.0,Subscriptions,2005-08-31
976,662.0,Tips,2005-09-01
9449,-7027.0,Investments,2005-09-02
9846,-2946.0,Leisure,2005-09-02
1365,-1851.0,Subscriptions,2005-09-02
7931,5465.0,Salary,2005-09-04
5233,5544.0,Salary,2005-09-04
9928,9039.0,Tips,2005-09-05
6795,6763.0,Salary,2005-09-06
4170,-5992.0,Leisure,2005-09-06
7387,-1432.0,Investments,2005-09-06
5486,1557.0,Tips,2005-09-07
39,3180.0,Tips,2005-09-07
1429,9797.0,Other,2005-09-07
5431,-2321.0,Leisure,2005-09-07
3780,-8609.0,Health Insurance,2005-09-07
5209,-4905.0,Groceries,2005-09-08
7643,-1754.0,Food,2005-09-08
3406,-285.0,Leisure,2005-09-08
7686,2928.0,Other,2005-09-08
6529,-9820.0,Health Insurance,2005-09-08
4573,-4814.0,Subscriptions,2005-09-08
9113,-2763.0,Leisure,2005-09-09
2559,8336.0,Salary,2005-09-09
1869,-4101.0,Groceries,2005-09-10
2352,8297.0,Salary,2005-09-11
2459,4164.0,Tips,2005-09-11
3905,-7736.0,Subscriptions,2005-09-11
6706,3351.0,Salary,2005-09-12
7137,7141.0,Tips,2005-09-12
7185,4343.0,Salary,2005-09-12
7716,-5503.0,Investments,2005-09-12
6080,-9937.0,Groceries,2005-09-13
3569,-8805.0,Leisure,2005-09-14
3387,2813.0,Salary,2005-09-14
5228,-9903.0,Groceries,2005-09-14
5315,-9440.0,Groceries,2005-09-15
1359,-6948.0,Leisure,2005-09-15
1033,-6641.0,Groceries,2005-09-15
3915,156.0,Other,2005-09-16
8793,-509.0,Food,2005-09-17
5614,-3278.0,Food,2005-09-17
9007,-2835.0,Health Insurance,2005-09-17
9642,-7428.0,Subscriptions,2005-09-18
2171,-7332.0,Food,2005-09-19
716,8727.0,Other,2005-09-19
8853,9181.0,Other,2005-09-19
5613,-8486.0,Health Insurance,2005-09-20
707,-129.0,Food,2005-09-20
1852,4465.0,Tips,2005-09-20
6056,3316.0,Tips,2005-09-21
8980,7334.0,Other,2005-09-21
6223,-2066.0,Leisure,2005-09-22
548,-6126.0,Leisure,2005-09-23
1010,1952.0,Salary,2005-09-23
3818,-5950.0,Investments,2005-09-24
178,-8298.0,Leisure,2005-09-24
3486,-5527.0,Health Insurance,2005-09-24
9348,-9426.0,Health Insurance,2005-09-26
8352,9981.0,Salary,2005-09-26
1291,-2160.0,Health Insurance,2005-09-26
7717,-1403.0,Leisure,2005-09-26
6342,-3182.0,Investments,2005-09-27
1211,-8618.0,Subscriptions,2005-09-27
5755,-8235.0,Investments,2005-09-28
8527,5134.0,Other,2005-09-29
4561,-8977.0,Groceries,2005-09-29
8340,-2448.0,Health Insurance,2005-09-30
2527,-1169.0,Groceries,2005-09-30
2863,8142.0,Tips,2005-10-01
6776,192.0,Tips,2005-10-01
9274,-6467.0,Leisure,2005-10-01
241,-5779.0,Investments,2005-10-02
5111,-3251.0,Health Insurance,2005-10-02
4589,-7528.0,Food,2005-10-02
1689,-2472.0,Health Insurance,2005-10-02
4675,6932.0,Other,2005-10-02
4829,4226.0,Other,2005-10-05
4508,-7110.0,Leisure,2005-10-05
4596,219.0,Salary,2005-10-05
335,-9620.0,Investments,2005-10-06
7633,-3975.0,Health Insurance,2005-10-06
8046,-5336.0,Food,2005-10-06
3652,-7187.0,Investments,2005-10-07
8799,3551.0,Tips,2005-10-08
8211,2942.0,Other,2005-10-08
3251,6405.0,Salary,2005-10-08
5327,-7656.0,Groceries,2005-10-08
6789,-2478.0,Investments,2005-10-09
4486,-6230.0,Groceries,2005-10-09
7749,-2996.0,Food,2005-10-09
3739,-6066.0,Food,2005-10-10
1832,-8481.0,Groceries,2005-10-10
4572,6723.0,Salary,2005-10-10
2488,-4249.0,Groceries,2005-10-11
7884,4278.0,Other,2005-10-11
87,2481.0,Tips,2005-10-11
5663,-6735.0,Subscriptions,2005-10-11
4668,8.0,Salary,2005-10-12
4553,6852.0,Salary,2005-10-12
9993,-4857.0,Health Insurance,2005-10-12
2615,3412.0,Other,2005-10-12
1766,-591.0,Subscriptions,2005-10-13
7193,5379.0,Other,2005-10-13
7140,-7384.0,Groceries,2005-10-14
5119,-4014.0,Leisure,2005-10-15
4384,-5200.0,Investments,2005-10-15
4247,3139.0,Salary,2005-10-15
2674,-987.0,Leisure,2005-10-17
2919,9290.0,Tips,2005-10-18
5627,-4966.0,Investments,2005-10-19
4135,-9403.0,Subscriptions,2005-10-20
2737,3416.0,Tips,2005-10-20
3634,-703.0,Leisure,2005-10-22
3797,7048.0,Tips,2005-10-22
7453,5183.0,Salary,2005-10-22
4864,3976.0,Other,2005-10-22
5455,9151.0,Salary,2005-10-22
5005,8936.0,Other,2005-10-22
2738,2545.0,Salary,2005-10-23
1531,348.0,Tips,2005-10-23
4206,-1824.0,Subscriptions,2005-10-24
1079,-8781.0,Leisure,2005-10-24
7343,6298.0,Salary,2005-10-25
7270,-2562.0,Subscriptions,2005-10-25
6994,7876.0,Other,2005-10-25
